Event Name,Event Date,Rated,Round,Player 1,Player 2,Result
"Thursday Flesh and Blood Locals","July 8, 2022, 10:12 a.m.","False",1,"Hoskins, Michael (17338373)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","July 8, 2022, 10:12 a.m.","False",2,"Syroney, George (75235895)","Stanley, isaac (67696938)","Player 2 Win"
"Thursday Flesh and Blood Locals","July 8, 2022, 10:12 a.m.","False",3,"Stanley, isaac (67696938)","Bradford, Tyler (52659697)","Player 1 Win"
"Thursday Flesh and Blood Locals","July 8, 2022, 10:12 a.m.","False",4,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 2 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",1,"Stanley, isaac (67696938)","Darmody, Dennis (58744461)","Player 1 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",2,"Stanley, isaac (67696938)","Long, Timothy (19718495)","Player 1 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",3,"Stanley, isaac (67696938)","McDaniel, Travis (12467529)","Player 2 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",4,"Stanley, isaac (67696938)","Petersen, Logan (61371334)","Player 2 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",5,"Stanley, isaac (67696938)","Rattenni, Devin (28343336)","Player 2 Win"
"$10k Brawl (Classic Constructed)","June 25, 2022, 9:30 a.m.","False",6,"Stanley, isaac (67696938)","alvarado, carolina (33946756)","Player 1 Win"
"Friday Night Uprising Release Tournament","June 17, 2022, 9:45 p.m.","False",1,"Stanley, isaac (67696938)","Tharp, Daniel (37218473)","Player 1 Win"
"Friday Night Uprising Release Tournament","June 17, 2022, 9:45 p.m.","False",2,"Stanley, isaac (67696938)","Carlson, Daniel (51487828)","Player 2 Win"
"Friday Night Uprising Release Tournament","June 17, 2022, 9:45 p.m.","False",3,"Stanley, isaac (67696938)","Blowey, Mitchell (64811924)","Player 2 Win"
"Friday Night Uprising Release Tournament","June 17, 2022, 9:45 p.m.","False",4,"Stanley, isaac (67696938)","Ward, John (24272686)","Player 1 Win"
"Uprising Pre-Release Tournament","June 17, 2022, 6 p.m.","False",1,"Blowey, Mitchell (64811924)","Stanley, isaac (67696938)","Player 1 Win"
"Uprising Pre-Release Tournament","June 17, 2022, 6 p.m.","False",2,"Lewis, Jonathan (27657686)","Stanley, isaac (67696938)","Player 1 Win"
"Uprising Pre-Release Tournament","June 17, 2022, 6 p.m.","False",3,"Stanley, isaac (67696938)","Ward, John (24272686)","Player 2 Win"
"Uprising Pre-Release Tournament","June 17, 2022, 6 p.m.","False",4,"Carlson, Daniel (51487828)","Stanley, isaac (67696938)","Player 1 Win"
"Thursday Flesh and Blood Locals","June 9, 2022, 6:30 p.m.","False",1,"Stanley, isaac (67696938)","Stamper, Patrick (98962536)","Player 1 Win"
"Thursday Flesh and Blood Locals","June 9, 2022, 6:30 p.m.","False",2,"Stanley, isaac (67696938)","Richard, Paden (43822525)","Player 1 Win"
"Thursday Flesh and Blood Locals","June 9, 2022, 6:30 p.m.","False",3,"Hawks, Dakota (86729596)","Stanley, isaac (67696938)","Player 1 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",1,"Stanley, isaac (67696938)","Knecht, Bryan (55254252)","Player 2 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",2,"Mainzer, Jeremiah (88461242)","Stanley, isaac (67696938)","Player 1 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",3,"Ryan, James (97259471)","Stanley, isaac (67696938)","Player 2 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",4,"Knecht, Aiden (36832815)","Stanley, isaac (67696938)","Player 1 Win"
"ProQuest Q2 2022 Pack Fresh Hobby & Cards","June 4, 2022, 1 p.m.","True",5,"Stanley, isaac (67696938)","None","Player 1 Win"
